v1
0.8.1-1+
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
CachyOS,AMD Ryzen 7 9800X3D 8-Core Processor,NVIDIA GeForce RTX 4090,31909088,6.17.4-4-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
167.976,5.95322,26.6582,76.7734,96,65,59,2560,10960,15.6786,257,12.2161,0,0,3829122365
169.151,5.91187,26.6582,76.7734,96,65,59,2560,10960,15.6786,257,12.2161,0,0,3929199749
145.449,6.87525,27.4336,76.796,99,65,59,2587,10960,15.6863,257,12.216,0,0,4029275560
171.79,5.82104,27.4336,76.796,99,65,59,2587,10960,15.6863,257,12.216,0,0,4138600784
176.398,5.66901,27.4336,76.796,99,65,59,2587,10960,15.6863,257,12.216,0,0,4238676875
165.794,6.03159,27.4336,76.796,99,65,59,2587,10960,15.6863,257,12.216,0,0,4338750432
169.072,5.91465,27.4336,76.796,99,65,59,2587,10960,15.6863,257,12.216,0,0,4438824921
135.159,7.3987,27.7638,75.4582,99,65,59,2550,10960,15.6952,257,12.216,0,0,4538899219
172.663,5.79164,27.7638,75.4582,99,65,59,2550,10960,15.6952,257,12.216,0,0,4638953781
174.833,5.71975,27.7638,75.4582,99,65,59,2550,10960,15.6952,257,12.216,0,0,4739031996
173.286,5.77082,27.7638,75.4582,99,65,59,2550,10960,15.6952,257,12.216,0,0,4839115031
174.478,5.7314,27.7638,75.4582,99,65,59,2550,10960,15.6952,257,12.216,0,0,4939149695
173.656,5.75852,27.2611,77.502,99,65,59,2547,10960,15.7157,256,12.2152,0,0,5039225135
175.796,5.68842,27.2611,77.502,99,65,59,2547,10960,15.7157,256,12.2152,0,0,5139300776
175.173,5.70863,27.2611,77.502,99,65,59,2547,10960,15.7157,256,12.2152,0,0,5239362200
172.838,5.78576,27.2611,77.502,99,65,59,2547,10960,15.7157,256,12.2152,0,0,5339442680
171.765,5.82191,27.2611,77.502,99,65,59,2547,10960,15.7157,256,12.2152,0,0,5439522418
121.976,8.19833,27.7778,77.0651,99,65,59,2575,10960,15.7177,256,12.2159,0,0,5539601576
171.21,5.84078,27.7778,77.0651,99,65,59,2575,10960,15.7177,256,12.2159,0,0,5639677928
169.931,5.88473,27.7778,77.0651,99,65,59,2575,10960,15.7177,256,12.2159,0,0,5739753909
169.084,5.91421,27.7778,77.0651,99,65,59,2575,10960,15.7177,256,12.2159,0,0,5839831824
172.865,5.78487,27.7778,77.0651,99,65,59,2575,10960,15.7177,256,12.2159,0,0,5939907195
170.558,5.86309,27.2152,75.9529,99,65,59,2554,10960,15.7177,256,12.2153,0,0,6039988997
172.159,5.80859,27.2152,75.9529,99,65,59,2554,10960,15.7177,256,12.2153,0,0,6140073735
174.212,5.74012,27.2152,75.9529,99,65,59,2554,10960,15.7177,256,12.2153,0,0,6240122525
171.611,5.82713,27.2152,75.9529,99,65,59,2554,10960,15.7177,256,12.2153,0,0,6340198226
170.24,5.87405,27.2152,75.9529,99,65,59,2554,10960,15.7177,256,12.2153,0,0,6440273707
172.786,5.78749,27.7427,77.2517,99,65,59,2563,10960,15.7177,256,12.2157,0,0,6540352033
176.916,5.6524,27.7427,77.2517,99,65,59,2563,10960,15.7177,256,12.2157,0,0,6640414980
176.385,5.66942,27.7427,77.2517,99,65,59,2563,10960,15.7177,256,12.2157,0,0,6740490861
174.467,5.73174,27.7427,77.2517,99,65,59,2563,10960,15.7177,256,12.2157,0,0,6840568536
172.351,5.80212,27.7427,77.2517,99,65,59,2563,10960,15.7177,256,12.2157,0,0,6940650799
238.678,4.18975,27.2843,76.2854,99,65,59,2550,10960,15.7177,256,12.2169,0,0,7040726089
181.357,5.51398,27.2843,76.2854,99,65,59,2550,10960,15.7177,256,12.2169,0,0,7140801780
172.375,5.8013,27.2843,76.2854,99,65,59,2550,10960,15.7177,256,12.2169,0,0,7240879064
169.109,5.91335,27.2843,76.2854,99,65,59,2550,10960,15.7177,256,12.2169,0,0,7340957760
171.049,5.84628,27.2843,76.2854,99,65,59,2550,10960,15.7177,256,12.2169,0,0,7441033010
175.86,5.68635,28.0503,76.4953,99,65,59,2565,10960,15.7177,256,12.2148,0,0,7541108471
175.505,5.69784,28.0503,76.4953,99,65,59,2565,10960,15.7177,256,12.2148,0,0,7641184322
174.881,5.71817,28.0503,76.4953,99,65,59,2565,10960,15.7177,256,12.2148,0,0,7741263159
175.031,5.71327,28.0503,76.4953,99,65,59,2565,10960,15.7177,256,12.2148,0,0,7841345041
173.54,5.76236,28.0503,76.4953,99,65,59,2565,10960,15.7177,256,12.2148,0,0,7941426152
175.986,5.68227,28.0303,76.4914,99,65,59,2537,10960,15.7177,256,12.2114,0,0,8041501452
173.743,5.75563,28.0303,76.4914,99,65,59,2537,10960,15.7177,256,12.2114,0,0,8141576442
176.699,5.65935,28.0303,76.4914,99,65,59,2537,10960,15.7177,256,12.2114,0,0,8241651482
173.273,5.77124,28.0303,76.4914,99,65,59,2537,10960,15.7177,256,12.2114,0,0,8341730890
171.596,5.82764,28.0303,76.4914,99,65,59,2537,10960,15.7177,256,12.2114,0,0,8441807843
170.444,5.86704,27.7567,76.7743,99,65,59,2575,10960,15.7177,255,12.2116,0,0,8541888363
174.2,5.74051,27.7567,76.7743,99,65,59,2575,10960,15.7177,255,12.2116,0,0,8641964695
170.996,5.84808,27.7567,76.7743,99,65,59,2575,10960,15.7177,255,12.2116,0,0,8742046056
171.339,5.83639,27.7567,76.7743,99,65,59,2575,10960,15.7177,255,12.2116,0,0,8842124703
170.944,5.84987,27.7567,76.7743,99,65,59,2575,10960,15.7177,255,12.2116,0,0,8942205543
172.856,5.78518,26.6667,75.9735,99,65,59,2538,10960,15.7177,255,12.2103,0,0,9042284290
156.533,6.38844,26.6667,75.9735,99,65,59,2538,10960,15.7177,255,12.2103,0,0,9142355132
174.381,5.73456,26.6667,75.9735,99,65,59,2538,10960,15.7177,255,12.2103,0,0,9242434630
168.748,5.92599,26.6667,75.9735,99,65,59,2538,10960,15.7177,255,12.2103,0,0,9342514989
175.64,5.69346,26.6667,75.9735,99,65,59,2538,10960,15.7177,255,12.2103,0,0,9442593235
178.918,5.58916,28.0101,77.2159,99,65,59,2562,10960,15.7177,256,12.2097,0,0,9542677041
175.775,5.68908,28.0101,77.2159,99,65,59,2562,10960,15.7177,256,12.2097,0,0,9642756920
174.675,5.72492,28.0101,77.2159,99,65,59,2562,10960,15.7177,256,12.2097,0,0,9742835717
176.242,5.67401,28.0101,77.2159,99,65,59,2562,10960,15.7177,256,12.2097,0,0,9842910857
172.238,5.80593,28.0101,77.2159,99,65,59,2562,10960,15.7177,256,12.2097,0,0,9942985636
176.101,5.67856,28.3544,76.9898,99,65,59,2556,10960,15.7356,257,12.2079,0,0,10043062048
176.28,5.67279,28.3544,76.9898,99,65,59,2556,10960,15.7356,257,12.2079,0,0,10143137959
177.49,5.63412,28.3544,76.9898,99,65,59,2556,10960,15.7356,257,12.2079,0,0,10243215594
176.302,5.67209,28.3544,76.9898,99,65,59,2556,10960,15.7356,257,12.2079,0,0,10343290513
184.322,5.4253,28.3544,76.9898,99,65,59,2556,10960,15.7356,257,12.2079,0,0,10443345405
149.219,6.70158,28.3525,78.3316,99,65,59,2572,10960,15.7495,256,12.2081,0,0,10543421437
169.9,5.88582,28.3525,78.3316,99,65,59,2572,10960,15.7495,256,12.2081,0,0,10643498791
178.767,5.59387,28.3525,78.3316,99,65,59,2572,10960,15.7495,256,12.2081,0,0,10743575113
177.75,5.62587,28.3525,78.3316,99,65,59,2572,10960,15.7495,256,12.2081,0,0,10843652847
176.309,5.67185,28.3525,78.3316,99,65,59,2572,10960,15.7495,256,12.2081,0,0,10943728027
184.983,5.40591,30.0125,78.7674,98,65,59,2576,10960,15.7661,255,12.2074,0,0,11043803187
178.48,5.60287,30.0125,78.7674,98,65,59,2576,10960,15.7661,255,12.2074,0,0,11143881994
173.306,5.77015,30.0125,78.7674,98,65,59,2576,10960,15.7661,255,12.2074,0,0,11243965700
182.5,5.47945,30.0125,78.7674,98,65,59,2576,10960,15.7661,255,12.2074,0,0,11344063142
179.996,5.55568,30.0125,78.7674,98,65,59,2576,10960,15.7661,255,12.2074,0,0,11444140425
184.423,5.42231,30.375,77.9941,98,65,59,2673,10960,15.7768,255,12.2096,0,0,11544234090
178.127,5.61398,30.375,77.9941,98,65,59,2673,10960,15.7768,255,12.2096,0,0,11644310683
189.612,5.27394,30.375,77.9941,98,65,59,2673,10960,15.7768,255,12.2096,0,0,11744342521
162.089,6.16946,30.375,77.9941,98,65,59,2673,10960,15.7768,255,12.2096,0,0,11844421839
141.337,7.07531,30.375,77.9941,98,65,59,2673,10960,15.7768,255,12.2096,0,0,11944497851
165.637,6.0373,30.6943,75.7151,94,66,59,2736,10960,15.7836,254,12.2098,0,0,12044576036
183.805,5.44055,30.6943,75.7151,94,66,59,2736,10960,15.7836,254,12.2098,0,0,12144651487
172.874,5.78458,30.6943,75.7151,94,66,59,2736,10960,15.7836,254,12.2098,0,0,12244728961
175.584,5.69527,30.6943,75.7151,94,66,59,2736,10960,15.7836,254,12.2098,0,0,12344805784
165.955,6.02574,30.6943,75.7151,94,66,59,2736,10960,15.7836,254,12.2098,0,0,12444885913
254.864,3.92367,29.2176,75.4427,87,66,59,2727,10960,15.7919,254,12.2098,0,0,12544959800
176.212,5.67498,29.2176,75.4427,87,66,59,2727,10960,15.7919,254,12.2098,0,0,12645035802
192.993,5.18153,29.2176,75.4427,87,66,59,2727,10960,15.7919,254,12.2098,0,0,12745080314
168.126,5.94792,29.2176,75.4427,87,66,59,2727,10960,15.7919,254,12.2098,0,0,12845159271
187.706,5.32749,29.2176,75.4427,87,66,59,2727,10960,15.7919,254,12.2098,0,0,12945233459
169.004,5.91703,28.6593,74.0412,88,66,59,2664,10960,15.7943,254,12.2092,0,0,13045307547
183.455,5.45092,28.6593,74.0412,88,66,59,2664,10960,15.7943,254,12.2092,0,0,13145392916
230.009,4.34765,28.6593,74.0412,88,66,59,2664,10960,15.7943,254,12.2092,0,0,13245473446
197.114,5.0732,28.6593,74.0412,88,66,59,2664,10960,15.7943,254,12.2092,0,0,13345505515
173.23,5.77266,28.6593,74.0412,88,66,59,2664,10960,15.7943,254,12.2092,0,0,13445583631
195.704,5.10975,31.2652,77.5285,91,65,59,2659,10960,15.8291,255,12.2094,0,0,13545617463
165.071,6.058,31.2652,77.5285,91,65,59,2659,10960,15.8291,255,12.2094,0,0,13645695889
180.015,5.55509,31.2652,77.5285,91,65,59,2659,10960,15.8291,255,12.2094,0,0,13745770087
182.398,5.48253,31.2652,77.5285,91,65,59,2659,10960,15.8291,255,12.2094,0,0,13845847411
184.234,5.42787,31.2652,77.5285,91,65,59,2659,10960,15.8291,255,12.2094,0,0,13945922371
172.122,5.80982,28.5357,75.6127,91,65,59,2677,10960,15.8672,253,12.2102,0,0,14045999384
174.324,5.73646,28.5357,75.6127,91,65,59,2677,10960,15.8672,253,12.2102,0,0,14146073051
187.211,5.34158,28.5357,75.6127,91,65,59,2677,10960,15.8672,253,12.2102,0,0,14246157439
193.129,5.17789,28.5357,75.6127,91,65,59,2677,10960,15.8672,253,12.2102,0,0,14346232418
193.659,5.16372,28.5357,75.6127,91,65,59,2677,10960,15.8672,253,12.2102,0,0,14446341522
185.544,5.38956,27.8834,76.308,91,65,59,2730,10960,15.8667,252,12.2104,0,0,14546420208
167.032,5.98688,27.8834,76.308,91,65,59,2730,10960,15.8667,252,12.2104,0,0,14646504365
179.174,5.58117,27.8834,76.308,91,65,59,2730,10960,15.8667,252,12.2104,0,0,14746580306
177.712,5.62709,27.8834,76.308,91,65,59,2730,10960,15.8667,252,12.2104,0,0,14846657360
184.613,5.41674,27.8834,76.308,91,65,59,2730,10960,15.8667,252,12.2104,0,0,14946739092
125.552,7.96484,28.7342,77.5454,90,65,59,2700,10960,15.8804,253,12.2097,0,0,15046815604
188.434,5.30691,28.7342,77.5454,90,65,59,2700,10960,15.8804,253,12.2097,0,0,15146893099
160.733,6.22151,28.7342,77.5454,90,65,59,2700,10960,15.8804,253,12.2097,0,0,15246971815
163.157,6.12906,28.7342,77.5454,90,65,59,2700,10960,15.8804,253,12.2097,0,0,15347049590
182.799,5.4705,28.7342,77.5454,90,65,59,2700,10960,15.8804,253,12.2097,0,0,15447126834
171.833,5.81961,28.9507,76.7727,90,65,59,2664,10960,15.8926,255,12.2097,0,0,15547205871
180.797,5.53105,28.9507,76.7727,90,65,59,2664,10960,15.8926,255,12.2097,0,0,15647282113
165.445,6.04432,28.9507,76.7727,90,65,59,2664,10960,15.8926,255,12.2097,0,0,15747336083
170.392,5.86881,28.9507,76.7727,90,65,59,2664,10960,15.8926,255,12.2097,0,0,15847426812
170.399,5.86859,28.9507,76.7727,90,65,59,2664,10960,15.8926,255,12.2097,0,0,15947508895
190.229,5.25682,29.0771,78.2244,92,65,59,2640,10960,15.8997,256,12.209,0,0,16047583734
175.859,5.68636,29.0771,78.2244,92,65,59,2640,10960,15.8997,256,12.209,0,0,16147661649
172.646,5.79221,29.0771,78.2244,92,65,59,2640,10960,15.8997,256,12.209,0,0,16247742039
165.421,6.04517,29.0771,78.2244,92,65,59,2640,10960,15.8997,256,12.209,0,0,16347817109
168.345,5.94018,29.0771,78.2244,92,65,59,2640,10960,15.8997,256,12.209,0,0,16447898070
171.914,5.81686,28.3715,78.3817,94,65,59,2669,10960,15.9296,256,12.2092,0,0,16547974211
150.15,6.66001,28.3715,78.3817,94,65,59,2669,10960,15.9296,256,12.2092,0,0,16648048840
191.988,5.20865,28.3715,78.3817,94,65,59,2669,10960,15.9296,256,12.2092,0,0,16748149989
169.731,5.89169,28.3715,78.3817,94,65,59,2669,10960,15.9296,256,12.2092,0,0,16848226341
197.544,5.06217,28.3715,78.3817,94,65,59,2669,10960,15.9296,256,12.2092,0,0,16948300860
171.684,5.82467,26.9576,75.9156,93,66,59,2674,10960,15.9428,256,12.21,0,0,17048338850
173.058,5.77839,26.9576,75.9156,93,66,59,2674,10960,15.9428,256,12.21,0,0,17148415683
167.813,5.95901,26.9576,75.9156,93,66,59,2674,10960,15.9428,256,12.21,0,0,17248490162
179.236,5.57922,26.9576,75.9156,93,66,59,2674,10960,15.9428,256,12.21,0,0,17348566093
135.203,7.39631,26.9576,75.9156,93,66,59,2674,10960,15.9428,256,12.21,0,0,17448642615
167.973,5.95333,26.7427,74.5479,93,66,59,2670,10960,15.9418,257,12.2102,0,0,17548721733
168.755,5.92576,26.7427,74.5479,93,66,59,2670,10960,15.9418,257,12.2102,0,0,17648797193
185.663,5.38611,26.7427,74.5479,93,66,59,2670,10960,15.9418,257,12.2102,0,0,17748876851
180.1,5.55248,26.7427,74.5479,93,66,59,2670,10960,15.9418,257,12.2102,0,0,17848952071
185.908,5.37901,26.7427,74.5479,93,66,59,2670,10960,15.9418,257,12.2102,0,0,17949031940
168.653,5.92935,27.2031,77.4631,91,65,59,2658,10960,15.9376,257,12.2102,0,0,18049107060
174.547,5.72912,27.2031,77.4631,91,65,59,2658,10960,15.9376,257,12.2102,0,0,18149188041
176.013,5.68141,27.2031,77.4631,91,65,59,2658,10960,15.9376,257,12.2102,0,0,18249261958
173.359,5.76837,27.2031,77.4631,91,65,59,2658,10960,15.9376,257,12.2102,0,0,18349328192
169.045,5.9156,27.2031,77.4631,91,65,59,2658,10960,15.9376,257,12.2102,0,0,18449405225
169.285,5.90721,28.0813,76.4801,91,65,59,2583,10960,15.9204,257,12.2102,0,0,18549484412
162.859,6.14029,28.0813,76.4801,91,65,59,2583,10960,15.9204,257,12.2102,0,0,18649559652
167.081,5.98511,28.0813,76.4801,91,65,59,2583,10960,15.9204,257,12.2102,0,0,18749638249
170.245,5.8739,28.0813,76.4801,91,65,59,2583,10960,15.9204,257,12.2102,0,0,18849714330
169.046,5.91554,28.0813,76.4801,91,65,59,2583,10960,15.9204,257,12.2102,0,0,18949800551
169.109,5.91335,27.8338,76.4205,97,65,59,2541,10960,15.9169,257,12.2097,0,0,19049875460
173.258,5.77173,27.8338,76.4205,97,65,59,2541,10960,15.9169,257,12.2097,0,0,19149951392
172.767,5.78814,27.8338,76.4205,97,65,59,2541,10960,15.9169,257,12.2097,0,0,19250026982
172.955,5.78184,27.8338,76.4205,97,65,59,2541,10960,15.9169,257,12.2097,0,0,19350107532
166.021,6.02334,27.8338,76.4205,97,65,59,2541,10960,15.9169,257,12.2097,0,0,19450183103
175.118,5.71043,28.7898,77.3369,99,65,59,2535,10960,15.9169,256,12.21,0,0,19550278832
177.145,5.64509,28.7898,77.3369,99,65,59,2535,10960,15.9169,256,12.21,0,0,19650327612
174.193,5.74075,28.7898,77.3369,99,65,59,2535,10960,15.9169,256,12.21,0,0,19750406830
179.507,5.57082,28.7898,77.3369,99,65,59,2535,10960,15.9169,256,12.21,0,0,19850482951
179.905,5.5585,28.7898,77.3369,99,65,59,2535,10960,15.9169,256,12.21,0,0,19950558893
176.276,5.67293,29.2035,77.3283,99,65,59,2535,10960,15.9169,256,12.2118,0,0,20050635796
243.412,4.10826,29.2035,77.3283,99,65,59,2535,10960,15.9169,256,12.2118,0,0,20150710886
171.864,5.81856,29.2035,77.3283,99,65,59,2535,10960,15.9169,256,12.2118,0,0,20250794211
141.932,7.04562,29.2035,77.3283,99,65,59,2535,10960,15.9169,256,12.2118,0,0,20350868709
198.603,5.03516,29.2035,77.3283,99,65,59,2535,10960,15.9169,256,12.2118,0,0,20450944150
146.02,6.84837,28.6979,77.9842,99,65,59,2616,10960,15.9232,256,12.2118,0,0,20551021344
172.795,5.78722,28.6979,77.9842,99,65,59,2616,10960,15.9232,256,12.2118,0,0,20651061949
184.587,5.41749,28.6979,77.9842,99,65,59,2616,10960,15.9232,256,12.2118,0,0,20751141407
179.538,5.56985,28.6979,77.9842,99,65,59,2616,10960,15.9232,256,12.2118,0,0,20851221075
188.585,5.30266,28.6979,77.9842,99,65,59,2616,10960,15.9232,256,12.2118,0,0,20951300312
174.154,5.74206,28.6979,77.9842,99,65,59,2616,10960,15.9232,256,12.2118,0,0,21051378979
191.313,5.22704,28.5535,75.7654,99,65,59,2610,10960,15.9352,255,12.2116,0,0,21151439802
180.489,5.5405,28.5535,75.7654,99,65,59,2610,10960,15.9352,255,12.2116,0,0,21251517346
174.933,5.71648,28.5535,75.7654,99,65,59,2610,10960,15.9352,255,12.2116,0,0,21351597005
180.667,5.53504,28.5535,75.7654,99,65,59,2610,10960,15.9352,255,12.2116,0,0,21451672094
169.926,5.88491,28.5535,75.7654,99,65,59,2610,10960,15.9352,255,12.2116,0,0,21551752544
171.744,5.82263,28.0101,77.1354,93,66,59,2667,10960,15.9423,255,12.2123,0,0,21651830329
172.262,5.80513,28.0101,77.1354,93,66,59,2667,10960,15.9423,255,12.2123,0,0,21751908785
232.285,4.30505,28.0101,77.1354,93,66,59,2667,10960,15.9423,255,12.2123,0,0,21851985057
170.765,5.85599,28.0101,77.1354,93,66,59,2667,10960,15.9423,255,12.2123,0,0,21952060447
190.084,5.26085,28.0101,77.1354,93,66,59,2667,10960,15.9423,255,12.2123,0,0,22052138182
163.476,6.11712,27.9597,75.3838,93,66,59,2656,10960,15.9564,256,12.211,0,0,22152218732
172.892,5.78394,27.9597,75.3838,93,66,59,2656,10960,15.9564,256,12.211,0,0,22252294924
176.955,5.65117,27.9597,75.3838,93,66,59,2656,10960,15.9564,256,12.211,0,0,22352441798
172.105,5.81039,27.9597,75.3838,93,66,59,2656,10960,15.9564,256,12.211,0,0,22452516868
174.125,5.743,27.9597,75.3838,93,66,59,2656,10960,15.9564,256,12.211,0,0,22552592649
176.761,5.65736,29.0038,78.9457,95,65,59,2684,10960,15.9579,257,12.2112,0,0,22652670815
184.853,5.4097,29.0038,78.9457,95,65,59,2684,10960,15.9579,257,12.2112,0,0,22752750032
171.538,5.82961,29.0038,78.9457,95,65,59,2684,10960,15.9579,257,12.2112,0,0,22852840671
178.289,5.60888,29.0038,78.9457,95,65,59,2684,10960,15.9579,257,12.2112,0,0,22952922433
175.544,5.69659,29.0038,78.9457,95,65,59,2684,10960,15.9579,257,12.2112,0,0,23052999427
173.489,5.76406,28.7342,78.9104,95,65,59,2664,10960,15.9676,257,12.2108,0,0,23153080057
177.656,5.62885,28.7342,78.9104,95,65,59,2664,10960,15.9676,257,12.2108,0,0,23253165075
176.712,5.65891,28.7342,78.9104,95,65,59,2664,10960,15.9676,257,12.2108,0,0,23353244543
172.219,5.80657,28.7342,78.9104,95,65,59,2664,10960,15.9676,257,12.2108,0,0,23453325314
174.686,5.72455,28.7342,78.9104,95,65,59,2664,10960,15.9676,257,12.2108,0,0,23553408549
172.404,5.80031,28.8071,78.7211,99,66,59,2607,10960,15.9697,257,12.2106,0,0,23653492204
186.249,5.36917,28.8071,78.7211,99,66,59,2607,10960,15.9697,257,12.2106,0,0,23753570350
180.096,5.55258,28.8071,78.7211,99,66,59,2607,10960,15.9697,257,12.2106,0,0,23853645770
157.852,6.33507,28.8071,78.7211,99,66,59,2607,10960,15.9697,257,12.2106,0,0,23953721281
179.877,5.55936,28.8071,78.7211,99,66,59,2607,10960,15.9697,257,12.2106,0,0,24053798675
168.311,5.9414,28.8973,78.1753,99,66,59,2597,10960,15.9697,257,12.21,0,0,24153875548
166.132,6.01932,28.8973,78.1753,99,66,59,2597,10960,15.9697,257,12.21,0,0,24253951379
155.012,6.45111,28.8973,78.1753,99,66,59,2597,10960,15.9697,257,12.21,0,0,24354028353
153.032,6.53457,28.8973,78.1753,99,66,59,2597,10960,15.9697,257,12.21,0,0,24454111878
162.658,6.14787,28.8973,78.1753,99,66,59,2597,10960,15.9697,257,12.21,0,0,24554205623
160.574,6.22766,28.2663,77.5598,99,66,59,2622,10960,15.9697,257,12.2104,0,0,24654283628
163.02,6.13421,28.2663,77.5598,99,66,59,2622,10960,15.9697,257,12.2104,0,0,24754316980
164.079,6.09464,28.2663,77.5598,99,66,59,2622,10960,15.9697,257,12.2104,0,0,24854396037
164.531,6.0779,28.2663,77.5598,99,66,59,2622,10960,15.9697,257,12.2104,0,0,24954476677
165.437,6.04458,28.2663,77.5598,99,66,59,2622,10960,15.9697,257,12.2104,0,0,25054552458
175.014,5.71381,27.0886,75.8049,99,66,59,2640,10960,15.9835,256,12.21,0,0,25154629862
167.108,5.98414,27.0886,75.8049,99,66,59,2640,10960,15.9835,256,12.21,0,0,25254712135
168.611,5.93082,27.0886,75.8049,99,66,59,2640,10960,15.9835,256,12.21,0,0,25354790461
165.573,6.03963,27.0886,75.8049,99,66,59,2640,10960,15.9835,256,12.21,0,0,25454867745
163.109,6.13088,27.0886,75.8049,99,66,59,2640,10960,15.9835,256,12.21,0,0,25554945370
161.569,6.18929,27.6035,74.942,99,66,59,2546,10960,15.9984,258,12.2102,0,0,25655058801
159.764,6.25924,27.6035,74.942,99,66,59,2546,10960,15.9984,258,12.2102,0,0,25755134743
167.711,5.96264,27.6035,74.942,99,66,59,2546,10960,15.9984,258,12.2102,0,0,25855194604
162.657,6.14792,27.6035,74.942,99,66,59,2546,10960,15.9984,258,12.2102,0,0,25955270285
161.272,6.20072,27.6035,74.942,99,66,59,2546,10960,15.9984,258,12.2102,0,0,26055314446
161.286,6.20018,27.0886,75.2847,99,66,59,2548,10960,15.9697,258,12.2111,0,0,26155393143
