v1
0.8.1-1+
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
CachyOS,AMD Ryzen 7 9800X3D 8-Core Processor,NVIDIA GeForce RTX 4090,31909088,6.17.4-4-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
134.852,7.41553,15.8028,61.294,69,65,59,2925,10960,16.2372,249,12.2276,0,0,54276852831
174.634,5.72625,15.8028,61.294,69,65,59,2925,10960,16.2372,249,12.2276,0,0,54376916860
170.857,5.85284,15.8028,61.294,69,65,59,2925,10960,16.2372,249,12.2276,0,0,54476984345
228.716,4.37223,15.8028,61.294,69,65,59,2925,10960,16.2372,249,12.2276,0,0,54577049036
171.174,5.84199,15.8028,61.294,69,65,59,2925,10960,16.2372,249,12.2276,0,0,54677114688
167.247,5.97917,16.0354,60.8297,69,64,59,2925,10960,16.2372,249,12.2278,0,0,54777180059
164.893,6.06454,16.0354,60.8297,69,64,59,2925,10960,16.2372,249,12.2278,0,0,54877246843
176.038,5.6806,16.0354,60.8297,69,64,59,2925,10960,16.2372,249,12.2278,0,0,54977266419
177.799,5.62433,16.0354,60.8297,69,64,59,2925,10960,16.2372,249,12.2278,0,0,55077330999
166.253,6.01493,16.0354,60.8297,69,64,59,2925,10960,16.2372,249,12.2278,0,0,55177396110
172.889,5.78407,16.0556,60.8909,69,64,60,2925,10960,16.2372,251,12.2281,0,0,55277461021
178.011,5.61764,16.0556,60.8909,69,64,60,2925,10960,16.2372,251,12.2281,0,0,55377524890
174.394,5.73414,16.0556,60.8909,69,64,60,2925,10960,16.2372,251,12.2281,0,0,55477589610
176.415,5.66845,16.0556,60.8909,69,64,60,2925,10960,16.2372,251,12.2281,0,0,55577653889
174.94,5.71626,16.0556,60.8909,69,64,60,2925,10960,16.2372,251,12.2281,0,0,55677719642
179.95,5.5571,16.4573,60.7976,69,63,60,2925,10960,16.2372,251,12.2276,0,0,55777802426
176.882,5.65349,16.4573,60.7976,69,63,60,2925,10960,16.2372,251,12.2276,0,0,55877926648
190.908,5.23813,16.4573,60.7976,69,63,60,2925,10960,16.2372,251,12.2276,0,0,55977992250
173.651,5.75869,16.4573,60.7976,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56078059254
173.082,5.77761,16.4573,60.7976,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56178127050
179.769,5.56269,16.4573,60.7976,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56278192472
177.029,5.6488,16.2673,61.587,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56378263805
175.271,5.70546,16.2673,61.587,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56478330869
175.419,5.70065,16.2673,61.587,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56578410628
195.931,5.10383,16.2673,61.587,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56678477993
219.72,4.55125,16.2673,61.587,69,63,60,2925,10960,16.2372,251,12.2276,0,0,56778550318
205.443,4.86753,16.3522,61.7095,70,62,60,2925,10960,16.2372,252,12.2273,0,0,56878615449
176.01,5.6815,16.3522,61.7095,70,62,60,2925,10960,16.2372,252,12.2273,0,0,56978681652
199.55,5.01129,16.3522,61.7095,70,62,60,2925,10960,16.2372,252,12.2273,0,0,57078748707
175.685,5.69199,16.3522,61.7095,70,62,60,2925,10960,16.2372,252,12.2273,0,0,57178819518
171.793,5.82095,16.3522,61.7095,70,62,60,2925,10960,16.2372,252,12.2273,0,0,57278884910
169.595,5.89639,15.9696,62.3251,70,62,60,2925,10960,16.2372,252,12.2281,0,0,57378951574
179.343,5.57589,15.9696,62.3251,70,62,60,2925,10960,16.2372,252,12.2281,0,0,57478997669
188.891,5.29407,15.9696,62.3251,70,62,60,2925,10960,16.2372,252,12.2281,0,0,57579063772
167.866,5.95714,15.9696,62.3251,70,62,60,2925,10960,16.2372,252,12.2281,0,0,57679128953
167.368,5.97484,15.9696,62.3251,70,62,60,2925,10960,16.2372,252,12.2281,0,0,57779196299
164.418,6.08204,18.401,63.9399,71,62,60,2925,10960,16.2372,251,12.2277,0,0,57879252403
160.635,6.2253,18.401,63.9399,71,62,60,2925,10960,16.2372,251,12.2277,0,0,57979327703
158.139,6.32357,18.401,63.9399,71,62,60,2925,10960,16.2372,251,12.2277,0,0,58079402923
162.272,6.16248,18.401,63.9399,71,62,60,2925,10960,16.2372,251,12.2277,0,0,58179479435
142.016,7.04145,18.401,63.9399,71,62,60,2925,10960,16.2372,251,12.2277,0,0,58279553644
160.847,6.21711,27.904,76.8373,65,61,59,2925,10960,16.2199,248,12.2267,0,0,58379631328
158.943,6.29158,27.904,76.8373,65,61,59,2925,10960,16.2199,248,12.2267,0,0,58479713100
152.509,6.55699,27.904,76.8373,65,61,59,2925,10960,16.2199,248,12.2267,0,0,58579793370
155.462,6.43244,27.904,76.8373,65,61,59,2925,10960,16.2199,248,12.2267,0,0,58679870453
127.433,7.84724,27.904,76.8373,65,61,59,2925,10960,16.2199,248,12.2267,0,0,58779948068
160.209,6.24184,27.6515,75.7953,60,61,59,2727,10960,16.1901,244,12.2266,0,0,58880026003
158.087,6.32565,27.6515,75.7953,60,61,59,2727,10960,16.1901,244,12.2266,0,0,58980099981
147.617,6.77429,27.6515,75.7953,60,61,59,2727,10960,16.1901,244,12.2266,0,0,59080176603
172.863,5.78494,27.6515,75.7953,60,61,59,2727,10960,16.1901,244,12.2266,0,0,59180251132
169.952,5.88402,27.6515,75.7953,60,61,59,2727,10960,16.1901,244,12.2266,0,0,59280329207
169.848,5.88762,28.6439,77.149,80,62,59,2532,10960,16.2492,245,12.2266,0,0,59380404097
167.596,5.96672,28.6439,77.149,80,62,59,2532,10960,16.2492,245,12.2266,0,0,59480478806
164.267,6.08766,28.6439,77.149,80,62,59,2532,10960,16.2492,245,12.2266,0,0,59580569124
159.326,6.27644,28.6439,77.149,80,62,59,2532,10960,16.2492,245,12.2266,0,0,59680646198
154.265,6.48234,28.6439,77.149,80,62,59,2532,10960,16.2492,245,12.2266,0,0,59780722390
139.644,7.16105,28.8243,77.1516,98,63,59,2478,10960,16.2692,254,12.2255,0,0,59880797299
138.576,7.21627,28.8243,77.1516,98,63,59,2478,10960,16.2692,254,12.2255,0,0,59980878450
145.734,6.86181,28.8243,77.1516,98,63,59,2478,10960,16.2692,254,12.2255,0,0,60080953921
147.026,6.80153,28.8243,77.1516,98,63,59,2478,10960,16.2692,254,12.2255,0,0,60181030002
149.417,6.6927,28.8243,77.1516,98,63,59,2478,10960,16.2692,254,12.2255,0,0,60281109300
152.656,6.55066,27.875,75.0877,96,64,59,2499,10960,16.2692,258,12.2257,0,0,60381187325
157.432,6.35196,27.875,75.0877,96,64,59,2499,10960,16.2692,258,12.2257,0,0,60481248419
160.844,6.21722,27.875,75.0877,96,64,59,2499,10960,16.2692,258,12.2257,0,0,60581322236
159.557,6.26734,27.875,75.0877,96,64,59,2499,10960,16.2692,258,12.2257,0,0,60681398087
157.017,6.36875,27.875,75.0877,96,64,59,2499,10960,16.2692,258,12.2257,0,0,60781473558
156.358,6.39557,28.4818,77.7036,96,64,59,2510,10960,16.2915,258,12.2249,0,0,60881547886
163.014,6.13443,28.4818,77.7036,96,64,59,2510,10960,16.2915,258,12.2249,0,0,60981624679
154.016,6.49281,28.4818,77.7036,96,64,59,2510,10960,16.2915,258,12.2249,0,0,61081701161
159.992,6.25031,28.4818,77.7036,96,64,59,2510,10960,16.2915,258,12.2249,0,0,61181787683
141.093,7.08754,28.4818,77.7036,96,64,59,2510,10960,16.2915,258,12.2249,0,0,61281866750
153.775,6.503,29.6482,77.6202,96,65,60,2526,10960,16.3014,258,12.2249,0,0,61381955064
155.321,6.43828,29.6482,77.6202,96,65,60,2526,10960,16.3014,258,12.2249,0,0,61482036266
151.673,6.59313,29.6482,77.6202,96,65,60,2526,10960,16.3014,258,12.2249,0,0,61582114692
143.327,6.97703,29.6482,77.6202,96,65,60,2526,10960,16.3014,258,12.2249,0,0,61682197075
157.971,6.33026,29.6482,77.6202,96,65,60,2526,10960,16.3014,258,12.2249,0,0,61782253981
142.642,7.01057,31.25,79.0128,97,65,59,2568,10960,16.2999,258,12.224,0,0,61882308332
146.988,6.80326,31.25,79.0128,97,65,59,2568,10960,16.2999,258,12.224,0,0,61982386427
116.31,8.5977,31.25,79.0128,97,65,59,2568,10960,16.2999,258,12.224,0,0,62082463020
152.207,6.57,31.25,79.0128,97,65,59,2568,10960,16.2999,258,12.224,0,0,62182542317
148.707,6.72465,31.25,79.0128,97,65,59,2568,10960,16.2999,258,12.224,0,0,62282622456
146.988,6.80328,31.9018,80.2335,97,65,59,2556,10960,16.2964,258,12.2376,0,0,62382699790
146.645,6.8192,31.9018,80.2335,97,65,59,2556,10960,16.2964,258,12.2376,0,0,62482779890
137.686,7.2629,31.9018,80.2335,97,65,59,2556,10960,16.2964,258,12.2376,0,0,62582860199
148.783,6.72119,31.9018,80.2335,97,65,59,2556,10960,16.2964,258,12.2376,0,0,62682937854
152.921,6.53931,31.9018,80.2335,97,65,59,2556,10960,16.2964,258,12.2376,0,0,62783015799
145.987,6.84994,32.4029,80.0008,98,65,60,2526,10960,16.2993,259,12.2375,0,0,62883093954
143.643,6.96169,32.4029,80.0008,98,65,60,2526,10960,16.2993,259,12.2375,0,0,62983175176
143.586,6.96446,32.4029,80.0008,98,65,60,2526,10960,16.2993,259,12.2375,0,0,63083244585
146.413,6.83002,32.4029,80.0008,98,65,60,2526,10960,16.2993,259,12.2375,0,0,63183322009
148.024,6.75565,32.4029,80.0008,98,65,60,2526,10960,16.2993,259,12.2375,0,0,63283353046
140.893,7.09761,29.5226,78.4531,98,65,60,2545,10960,16.2946,259,12.2373,0,0,63383430119
139.462,7.17041,29.5226,78.4531,98,65,60,2545,10960,16.2946,259,12.2373,0,0,63483505720
148.359,6.74042,29.5226,78.4531,98,65,60,2545,10960,16.2946,259,12.2373,0,0,63583585629
151.261,6.61108,29.5226,78.4531,98,65,60,2545,10960,16.2946,259,12.2373,0,0,63683664366
145.368,6.87909,29.5226,78.4531,98,65,60,2545,10960,16.2946,259,12.2373,0,0,63783741038
140.648,7.10997,30.6351,78.9852,99,66,60,2536,10960,16.3111,258,12.2371,0,0,63883816930
140.824,7.10105,30.6351,78.9852,99,66,60,2536,10960,16.3111,258,12.2371,0,0,63983895095
147.399,6.78432,30.6351,78.9852,99,66,60,2536,10960,16.3111,258,12.2371,0,0,64083971127
142.167,7.03397,30.6351,78.9852,99,66,60,2536,10960,16.3111,258,12.2371,0,0,64184048250
142.667,7.00933,30.6351,78.9852,99,66,60,2536,10960,16.3111,258,12.2371,0,0,64284126446
150.068,6.66366,30.2122,78.9078,99,66,59,2562,10960,16.3364,258,12.2359,0,0,64384204130
158.83,6.29605,30.2122,78.9078,99,66,59,2562,10960,16.3364,258,12.2359,0,0,64484241029
145.985,6.85002,30.2122,78.9078,99,66,59,2562,10960,16.3364,258,12.2359,0,0,64584322701
140.066,7.1395,30.2122,78.9078,99,66,59,2562,10960,16.3364,258,12.2359,0,0,64684406166
143.016,6.99221,30.2122,78.9078,99,66,59,2562,10960,16.3364,258,12.2359,0,0,64784483250
145.107,6.89146,29.0609,78.2522,99,66,59,2522,10960,16.3364,258,12.2357,0,0,64884559011
146.955,6.80481,29.0609,78.2522,99,66,59,2522,10960,16.3364,258,12.2357,0,0,64984641254
143.617,6.96298,29.0609,78.2522,99,66,59,2522,10960,16.3364,258,12.2357,0,0,65084680777
143.303,6.97821,29.0609,78.2522,99,66,59,2522,10960,16.3364,258,12.2357,0,0,65184758882
140.283,7.12846,29.0609,78.2522,99,66,59,2522,10960,16.3364,258,12.2357,0,0,65284800600
136.408,7.33094,28.9172,78.1098,99,66,59,2565,10960,16.3364,260,12.236,0,0,65384876862
146.923,6.8063,28.9172,78.1098,99,66,59,2565,10960,16.3364,260,12.236,0,0,65484915713
151.553,6.59833,28.9172,78.1098,99,66,59,2565,10960,16.3364,260,12.236,0,0,65584993658
159.242,6.27974,28.9172,78.1098,99,66,59,2565,10960,16.3364,260,12.236,0,0,65685069860
154.36,6.47836,28.9172,78.1098,99,66,59,2565,10960,16.3364,260,12.236,0,0,65785107750
139.037,7.19232,29.6203,79.284,98,66,60,2521,10960,16.3372,259,12.2358,0,0,65885189703
154.563,6.46986,29.6203,79.284,98,66,60,2521,10960,16.3372,259,12.2358,0,0,65985239525
159.972,6.25111,29.6203,79.284,98,66,60,2521,10960,16.3372,259,12.2358,0,0,66085321598
155.694,6.42284,29.6203,79.284,98,66,60,2521,10960,16.3372,259,12.2358,0,0,66185400104
142.759,7.00481,29.6203,79.284,98,66,60,2521,10960,16.3372,259,12.2358,0,0,66285482828
149.108,6.70656,30.0126,79.5576,98,66,60,2550,10960,16.3285,260,12.2339,0,0,66385562827
149.594,6.68474,30.0126,79.5576,98,66,60,2550,10960,16.3285,260,12.2339,0,0,66485638368
191.437,5.22365,30.0126,79.5576,98,66,60,2550,10960,16.3285,260,12.2339,0,0,66585715782
159.348,6.27556,30.0126,79.5576,98,66,60,2550,10960,16.3285,260,12.2339,0,0,66685794529
154.914,6.45518,30.0126,79.5576,98,66,60,2550,10960,16.3285,260,12.2339,0,0,66785879317
141.648,7.05978,30.75,80.7107,98,66,60,2551,10960,16.3213,260,12.232,0,0,66885961189
151.277,6.61039,30.75,80.7107,98,66,60,2551,10960,16.3213,260,12.232,0,0,66986039956
147.616,6.77432,30.75,80.7107,98,66,60,2551,10960,16.3213,260,12.232,0,0,67086121638
151.203,6.61363,30.75,80.7107,98,66,60,2551,10960,16.3213,260,12.232,0,0,67186216154
148.486,6.73463,30.75,80.7107,98,66,60,2551,10960,16.3213,260,12.232,0,0,67286296454
134.224,7.45023,29.5311,79.0031,98,66,59,2558,10960,16.3064,260,12.2325,0,0,67386374479
150.475,6.64563,29.5311,79.0031,98,66,59,2558,10960,16.3064,260,12.2325,0,0,67486451983
146.713,6.81602,29.5311,79.0031,98,66,59,2558,10960,16.3064,260,12.2325,0,0,67586532072
151.226,6.61263,29.5311,79.0031,98,66,59,2558,10960,16.3064,260,12.2325,0,0,67686613885
145.086,6.89247,29.5311,79.0031,98,66,59,2558,10960,16.3064,260,12.2325,0,0,67786694144
131.207,7.62157,28.8265,78.9091,98,66,59,2523,10960,16.3104,259,12.2317,0,0,67886770015
140.04,7.14083,28.8265,78.9091,98,66,59,2523,10960,16.3104,259,12.2317,0,0,67986847009
139.909,7.1475,28.8265,78.9091,98,66,59,2523,10960,16.3104,259,12.2317,0,0,68086927889
147.356,6.78629,28.8265,78.9091,98,66,59,2523,10960,16.3104,259,12.2317,0,0,68187002488
146.143,6.84263,28.8265,78.9091,98,66,59,2523,10960,16.3104,259,12.2317,0,0,68287079682
140.374,7.12383,28.1211,77.2709,99,67,60,2516,10960,16.3191,259,12.2333,0,0,68387162817
152.909,6.53984,28.1211,77.2709,99,67,60,2516,10960,16.3191,259,12.2333,0,0,68487233338
149.263,6.6996,28.1211,77.2709,99,67,60,2516,10960,16.3191,259,12.2333,0,0,68587311874
141.74,7.05517,28.1211,77.2709,99,67,60,2516,10960,16.3191,259,12.2333,0,0,68687388827
143.094,6.98842,28.1211,77.2709,99,67,60,2516,10960,16.3191,259,12.2333,0,0,68787470359
145.298,6.88238,29.0201,76.4316,99,67,60,2475,10960,16.3219,259,12.2316,0,0,68887552021
144.162,6.93665,29.0201,76.4316,99,67,60,2475,10960,16.3219,259,12.2316,0,0,68987628203
141.751,7.05465,29.0201,76.4316,99,67,60,2475,10960,16.3219,259,12.2316,0,0,69087711338
148.388,6.73911,29.0201,76.4316,99,67,60,2475,10960,16.3219,259,12.2316,0,0,69187790075
159.267,6.27877,29.0201,76.4316,99,67,60,2475,10960,16.3219,259,12.2316,0,0,69287878580
168.42,5.93755,28.8071,78.0415,99,67,60,2520,10960,16.3043,259,12.2316,0,0,69387962837
165.246,6.05159,28.8071,78.0415,99,67,60,2520,10960,16.3043,259,12.2316,0,0,69488039489
166.115,6.01994,28.8071,78.0415,99,67,60,2520,10960,16.3043,259,12.2316,0,0,69588115160
158.398,6.31323,28.8071,78.0415,99,67,60,2520,10960,16.3043,259,12.2316,0,0,69688273716
157.481,6.34998,28.8071,78.0415,99,67,60,2520,10960,16.3043,259,12.2316,0,0,69788356000
149.136,6.70527,28.8265,79.1077,98,66,59,2541,10960,16.2566,259,12.2333,0,0,69888397797
157.514,6.34862,28.8265,79.1077,98,66,59,2541,10960,16.2566,259,12.2333,0,0,69988483106
155.736,6.42114,28.8265,79.1077,98,66,59,2541,10960,16.2566,259,12.2333,0,0,70088561853
162.597,6.15017,28.8265,79.1077,98,66,59,2541,10960,16.2566,259,12.2333,0,0,70188636782
161.08,6.20809,28.8265,79.1077,98,66,59,2541,10960,16.2566,259,12.2333,0,0,70288712293
165.691,6.03535,28.2828,78.502,98,66,59,2564,10960,16.2659,259,12.2324,0,0,70388790127
170.276,5.87283,28.2828,78.502,98,66,59,2564,10960,16.2659,259,12.2324,0,0,70488865428
171.678,5.82484,28.2828,78.502,98,66,59,2564,10960,16.2659,259,12.2324,0,0,70588955075
173.878,5.75114,28.2828,78.502,98,66,59,2564,10960,16.2659,259,12.2324,0,0,70689030345
166.532,6.00485,28.2828,78.502,98,66,59,2564,10960,16.2659,259,12.2324,0,0,70789108981
161.139,6.20581,27.7202,76.662,98,66,59,2541,10960,16.2722,259,12.2318,0,0,70889221451
162.398,6.15772,27.7202,76.662,98,66,59,2541,10960,16.2722,259,12.2318,0,0,70989302813
221.388,4.51695,27.7202,76.662,98,66,59,2541,10960,16.2722,259,12.2318,0,0,71089379405
161.462,6.19342,27.7202,76.662,98,66,59,2541,10960,16.2722,259,12.2318,0,0,71189460266
147.283,6.78967,27.7202,76.662,98,66,59,2541,10960,16.2722,259,12.2318,0,0,71289536287
146.846,6.80987,28.445,77.3276,98,66,60,2543,10960,16.2714,258,12.232,0,0,71389594325
146.724,6.8155,28.445,77.3276,98,66,60,2543,10960,16.2714,258,12.232,0,0,71489677550
145.108,6.8914,28.445,77.3276,98,66,60,2543,10960,16.2714,258,12.232,0,0,71589755014
143.765,6.9558,28.445,77.3276,98,66,60,2543,10960,16.2714,258,12.232,0,0,71689836867
141.67,7.05866,28.445,77.3276,98,66,60,2543,10960,16.2714,258,12.232,0,0,71789988229
139.249,7.1814,27.3526,76.0393,98,66,60,2508,10960,16.2873,258,12.2312,0,0,71890066615
136.84,7.30778,27.3526,76.0393,98,66,60,2508,10960,16.2873,258,12.2312,0,0,71990143138
150.441,6.64714,27.3526,76.0393,98,66,60,2508,10960,16.2873,258,12.2312,0,0,72090220782
157.617,6.34447,27.3526,76.0393,98,66,60,2508,10960,16.2873,258,12.2312,0,0,72190303937
155.989,6.41071,27.3526,76.0393,98,66,60,2508,10960,16.2873,258,12.2312,0,0,72290380630
153.322,6.52224,27.2843,76.6155,99,66,60,2452,10960,16.2813,259,12.2324,0,0,72390458976
157.136,6.36392,27.2843,76.6155,99,66,60,2452,10960,16.2813,259,12.2324,0,0,72490534557
163.918,6.1006,27.2843,76.6155,99,66,60,2452,10960,16.2813,259,12.2324,0,0,72590610348
158.629,6.304,27.2843,76.6155,99,66,60,2452,10960,16.2813,259,12.2324,0,0,72690689535
160.057,6.24776,27.2843,76.6155,99,66,60,2452,10960,16.2813,259,12.2324,0,0,72790769204
162.84,6.14098,27.3308,75.7701,99,66,60,2471,10960,16.247,259,12.2318,0,0,72890844173
158.637,6.3037,27.3308,75.7701,99,66,60,2471,10960,16.247,259,12.2318,0,0,72990921196
159.92,6.25315,27.3308,75.7701,99,66,60,2471,10960,16.247,259,12.2318,0,0,73091003379
152.28,6.56686,27.3308,75.7701,99,66,60,2471,10960,16.247,259,12.2318,0,0,73191080463
158.535,6.30775,27.3308,75.7701,99,66,60,2471,10960,16.247,259,12.2318,0,0,73291159360
157.928,6.33199,28.8243,77.8183,99,66,60,2471,10960,16.247,259,12.2316,0,0,73391233949
154.182,6.48582,28.8243,77.8183,99,66,60,2471,10960,16.247,259,12.2316,0,0,73491310141
139.266,7.18049,28.8243,77.8183,99,66,60,2471,10960,16.247,259,12.2316,0,0,73591385040
143.396,6.97369,28.8243,77.8183,99,66,60,2471,10960,16.247,259,12.2316,0,0,73691462123
146.704,6.81645,28.8243,77.8183,99,66,60,2471,10960,16.247,259,12.2316,0,0,73791539307
138.989,7.19483,28.8243,77.8183,99,66,60,2471,10960,16.247,259,12.2316,0,0,73891615609
147.282,6.78968,28.2309,77.2275,99,66,60,2523,10960,16.2461,259,12.2318,0,0,73991690368
146.738,6.81489,28.2309,77.2275,99,66,60,2523,10960,16.2461,259,12.2318,0,0,74091765809
147.405,6.78403,28.2309,77.2275,99,66,60,2523,10960,16.2461,259,12.2318,0,0,74191844786
149.634,6.68297,28.2309,77.2275,99,66,60,2523,10960,16.2461,259,12.2318,0,0,74291925246
146.393,6.83093,28.2309,77.2275,99,66,60,2523,10960,16.2461,259,12.2318,0,0,74392002359
139.207,7.18353,28.3019,75.7423,99,66,59,2517,10960,16.2415,259,12.232,0,0,74492077920
141.983,7.04308,28.3019,75.7423,99,66,59,2517,10960,16.2415,259,12.232,0,0,74592141328
142.92,6.99694,28.3019,75.7423,99,66,59,2517,10960,16.2415,259,12.232,0,0,74692222419
138.567,7.21675,28.3019,75.7423,99,66,59,2517,10960,16.2415,259,12.232,0,0,74792313879
144.034,6.9428,28.3019,75.7423,99,66,59,2517,10960,16.2415,259,12.232,0,0,74892392225
146.25,6.8376,27.7707,76.7348,99,66,59,2495,10960,16.2414,259,12.2317,0,0,74992470902
155.166,6.44472,27.7707,76.7348,99,66,59,2495,10960,16.2414,259,12.2317,0,0,75092553215
161.972,6.1739,27.7707,76.7348,99,66,59,2495,10960,16.2414,259,12.2317,0,0,75192629086
157.403,6.35313,27.7707,76.7348,99,66,59,2495,10960,16.2414,259,12.2317,0,0,75292712481
140.565,7.11413,27.7707,76.7348,99,66,59,2495,10960,16.2414,259,12.2317,0,0,75392795466
151.864,6.58486,29.0404,77.345,99,66,60,2458,10960,16.2855,260,12.2319,0,0,75492873762
147.181,6.79436,29.0404,77.345,99,66,60,2458,10960,16.2855,260,12.2319,0,0,75592954532
149.492,6.68932,29.0404,77.345,99,66,60,2458,10960,16.2855,260,12.2319,0,0,75693041564
145.671,6.86479,29.0404,77.345,99,66,60,2458,10960,16.2855,260,12.2319,0,0,75793122585
142.278,7.02851,29.0404,77.345,99,66,60,2458,10960,16.2855,260,12.2319,0,0,75893201863
139.686,7.15891,29.2866,77.9204,99,66,60,2434,10960,16.279,259,12.2317,0,0,75993281241
147.208,6.79312,29.2866,77.9204,99,66,60,2434,10960,16.279,259,12.2317,0,0,76093358685
147.26,6.7907,29.2866,77.9204,99,66,60,2434,10960,16.279,259,12.2317,0,0,76193434967
151.803,6.58749,29.2866,77.9204,99,66,60,2434,10960,16.279,259,12.2317,0,0,76293518392
150.48,6.6454,29.2866,77.9204,99,66,60,2434,10960,16.279,259,12.2317,0,0,76393593532
148.291,6.7435,28.5714,77.191,99,66,60,2463,10960,16.2555,259,12.2317,0,0,76493685604
148.646,6.72739,28.5714,77.191,99,66,60,2463,10960,16.2555,259,12.2317,0,0,76593780400
196.639,5.08546,28.5714,77.191,99,66,60,2463,10960,16.2555,259,12.2317,0,0,76693872382
147.356,6.78629,28.5714,77.191,99,66,60,2463,10960,16.2555,259,12.2317,0,0,76793947572
143.828,6.95275,28.5714,77.191,99,66,60,2463,10960,16.2555,259,12.2317,0,0,76894025527
145.598,6.86825,28.2609,78.0734,99,66,59,2475,10960,16.2433,259,12.2301,0,0,76994100146
148.723,6.72393,28.2609,78.0734,99,66,59,2475,10960,16.2433,259,12.2301,0,0,77094177309
141.884,7.04804,28.2609,78.0734,99,66,59,2475,10960,16.2433,259,12.2301,0,0,77194218636
143.679,6.95994,28.2609,78.0734,99,66,59,2475,10960,16.2433,259,12.2301,0,0,77294301190
146.537,6.82421,28.2609,78.0734,99,66,59,2475,10960,16.2433,259,12.2301,0,0,77394383914
152.748,6.54673,28.7179,78.8267,99,66,59,2475,10960,16.2486,259,12.2301,0,0,77494460787
151.017,6.62178,28.7179,78.8267,99,66,59,2475,10960,16.2486,259,12.2301,0,0,77594540676
151.377,6.60601,28.7179,78.8267,99,66,59,2475,10960,16.2486,259,12.2301,0,0,77694623981
152.385,6.56235,28.7179,78.8267,99,66,59,2475,10960,16.2486,259,12.2301,0,0,77794699351
155.617,6.42604,28.7179,78.8267,99,66,59,2475,10960,16.2486,259,12.2301,0,0,77894779641
150.813,6.63072,28.7356,78.6783,99,66,59,2577,10960,16.2451,258,12.228,0,0,77994863527
152.876,6.54123,28.7356,78.6783,99,66,59,2577,10960,16.2451,258,12.228,0,0,78094944979
152.505,6.55718,28.7356,78.6783,99,66,59,2577,10960,16.2451,258,12.228,0,0,78195020579
189.237,5.28438,28.7356,78.6783,99,66,59,2577,10960,16.2451,258,12.228,0,0,78295102842
155.224,6.44231,28.7356,78.6783,99,66,59,2577,10960,16.2451,258,12.228,0,0,78395217607
146.636,6.8196,30.2879,78.2237,98,66,59,2568,10960,16.2451,258,12.228,0,0,78495300531
154.33,6.47961,30.2879,78.2237,98,66,59,2568,10960,16.2451,258,12.228,0,0,78595384998
152.858,6.54201,30.2879,78.2237,98,66,59,2568,10960,16.2451,258,12.228,0,0,78695463344
152.337,6.56439,30.2879,78.2237,98,66,59,2568,10960,16.2451,258,12.228,0,0,78795544465
147.996,6.75695,30.2879,78.2237,98,66,59,2568,10960,16.2451,258,12.228,0,0,78895619405
149.234,6.7009,28.7879,78.5588,98,66,60,2550,10960,16.2451,259,12.2277,0,0,78995697550
146.049,6.84702,28.7879,78.5588,98,66,60,2550,10960,16.2451,259,12.2277,0,0,79095775836
148.9,6.7159,28.7879,78.5588,98,66,60,2550,10960,16.2451,259,12.2277,0,0,79195850996
144.567,6.91722,28.7879,78.5588,98,66,60,2550,10960,16.2451,259,12.2277,0,0,79295927358
142.969,6.99453,28.7879,78.5588,98,66,60,2550,10960,16.2451,259,12.2277,0,0,79396006876
143.404,6.97332,28.6076,78.183,98,66,59,2550,10960,16.2451,259,12.2274,0,0,79496088899
146.632,6.81979,28.6076,78.183,98,66,59,2550,10960,16.2451,259,12.2274,0,0,79596169709
142.765,7.00452,28.6076,78.183,98,66,59,2550,10960,16.2451,259,12.2274,0,0,79696264747
143.08,6.98911,28.6076,78.183,98,66,59,2550,10960,16.2451,259,12.2274,0,0,79796342772
142.083,7.03815,28.6076,78.183,98,66,59,2550,10960,16.2451,259,12.2274,0,0,79896419475
147.118,6.79725,29.0771,77.943,99,66,59,2522,10960,16.2531,259,12.2269,0,0,79996501778
144.173,6.9361,29.0771,77.943,99,66,59,2522,10960,16.2531,259,12.2269,0,0,80096583781
147.648,6.77288,29.0771,77.943,99,66,59,2522,10960,16.2531,259,12.2269,0,0,80196666495
150.062,6.6639,29.0771,77.943,99,66,59,2522,10960,16.2531,259,12.2269,0,0,80296743799
139.848,7.15064,29.0771,77.943,99,66,59,2522,10960,16.2531,259,12.2269,0,0,80396824349
137.526,7.27135,28.3375,77.8614,99,66,59,2563,10960,16.2492,259,12.2285,0,0,80496900180
138.161,7.23795,28.3375,77.8614,99,66,59,2563,10960,16.2492,259,12.2285,0,0,80596976091
140.917,7.09637,28.3375,77.8614,99,66,59,2563,10960,16.2492,259,12.2285,0,0,80697053916
139.592,7.16373,28.3375,77.8614,99,66,59,2563,10960,16.2492,259,12.2285,0,0,80797124748
140.047,7.14046,28.3375,77.8614,99,66,59,2563,10960,16.2492,259,12.2285,0,0,80897200619
